intercept,layer,node,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99
-0.16191145651599914,0,23,-3.0976636156794056e-37,6.112140784109308e-51,1.069052587240095e-35,1.0873398879700919e-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4409915854081364,0,24,0.30903272562663936,0.06256256521895127,-1.5869765504780657,-0.0882355865175004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.667460723195247,0,25,0.706070006427547,0.6581833171685335,0.8888433437490805,-0.1386583703586893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9981109170368409,0,26,-0.8308757990880294,-0.6546165479746818,-0.5457347624189044,0.3430948033915479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.20882110432687212,0,27,1.993779332500481e-22,1.083459543928998e-45,1.0380903352790485e-36,-9.956269875639208e-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4775555721015561,0,28,0.5230732070304455,0.584371567477369,0.8038630054649972,-0.22860882520123368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1016500738940703,0,29,-1.8168273232828223e-55,-2.045929301799963e-44,2.430321643145709e-42,-1.0341127107010134e-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1242184769265301,0,30,-9.594325886939027e-42,2.9985630687192027e-53,8.938658936491389e-41,2.0635313014800853e-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5528535435855498,0,31,0.7120450872978331,0.5325908160709789,0.54810978880027,0.024509561529356846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12198730011162241,0,32,1.4171022785959545e-58,-1.7151458186524828e-28,-2.67753717220538e-60,-1.6318622104701667e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5222602269813392,0,33,0.6076264020818103,0.4858115955751237,0.5824813323488901,0.019001617743744353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01498603985124325,0,34,-0.24555888402849554,0.008668980044794312,-0.16088156882927845,0.11104308457735171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6055154666779119,0,35,0.5685044249726492,0.565325723847306,0.616408414612675,0.042790219460942934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.740795394300548,0,36,0.1237748021900574,0.062019904810148116,-2.0832047300378647,-0.11592994672182227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.10229714091260719,0,37,1.4318297422056448e-54,-6.353870119605948e-50,-5.208201405172267e-59,1.1147647791219174e-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6621661358044574,0,38,-0.0983551176026337,-0.38039240742863495,-0.6474182799337246,0.09474681316618302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.040901436968405064,0,39,4.516815075759578e-47,-1.0202234907373738e-56,2.4700715868116618e-55,9.734198602250799e-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.61919047681856,0,40,0.46323701298515124,0.7080245629945,0.8249418079581624,-0.11176710607621755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8978211926060602,0,41,-0.6257993739588581,-0.5188035001316806,-0.7717103217624466,0.12234754199533475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9647921102935363,0,42,-0.6062229589498355,-0.6498725421334021,-0.7469286053647398,0.14750633347977904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.21809103344587208,0,43,-1.0387059007798489e-22,5.844915676098342e-26,-3.9967109390640065e-28,-7.860939455690564e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4176430902985753,0,44,-0.3198712322533694,-0.30778732872390024,-0.40511802232420735,0.23716963358438034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5003071262369694,0,45,0.5937138556795757,0.5801508203615059,0.6650590507187498,-0.19049493231540537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.800970758765855,0,46,-0.6702424586760668,-0.5007754776281297,-0.5319819935814649,0.2258328553254026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8707050245237316,0,47,-0.7014481389156575,-0.29957990876766755,-0.7095785935192951,0.08338365937013387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0084011529563746,0,48,-0.8192767027952035,-0.5234315943716912,-0.9049708010442716,0.23806355936665216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4093715136995253,0,49,0.40576632247559874,0.7421824059694657,0.5682628104985177,0.10418585813646472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09773120903552521,0,50,1.4988566336624607e-56,-1.3999925675795184e-30,-4.868439040845436e-51,-9.173069047807299e-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35905017808893436,0,51,0.4515501311339557,0.6660057637129543,0.773108717214691,-0.3439544878317156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6214736712828132,0,52,0.8819626190324784,0.5089362732059861,0.8750728920928704,-0.06206452747864255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.18931655953396834,0,53,-1.7252128595143523e-25,-2.124143073379834e-53,-2.14275957480264e-40,8.923985745508228e-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8877584344289183,0,54,-0.7061866555892989,-0.586138553059868,-0.37044073109103887,0.23352081980366915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4765071407451738,0,55,-0.14398561166394191,0.7717948980990176,0.36813807615808325,0.09530344519605671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5122787772262761,0,56,0.6052725101719839,0.6682755390229907,0.6600379522321519,-0.211393835757715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.21215874262858497,0,57,1.1503454772587409e-40,1.2088017719449407e-56,1.29001920569828e-55,-8.48754364723749e-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8170553648229933,0,58,-0.60918080371495,-0.5275059621570284,-0.4078014640375386,0.14692285259994423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8035390728173365,0,59,-0.6361268797075891,-0.5801114226463806,-0.5984675453095846,0.397778534483671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.10931777940956844,0,60,4.159463149714066e-31,-1.1605290970636829e-45,-6.73502992864942e-40,-5.546879897238892e-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05809918783973447,0,61,-3.814792088614946e-26,3.524399822309343e-58,-2.3399868688098802e-25,4.847794014426478e-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09423468971450867,0,62,0.04042523188614919,0.07192552080559535,-0.2575548417377976,-0.010461587791866515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7075056039896142,0,63,-0.6621229854060073,-0.2910921088154496,-0.3259240224075556,0.11992827837359742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9317199535023477,0,64,0.7025292208876052,0.9230769149487,1.0334253024048103,0.024640738899084125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17441036318655623,0,65,-0.077827399538734,0.15112501152030605,0.11362007219484452,-0.03294781509427678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.04787578717139287,0,66,0.12680906936323552,-0.2413215769128566,-0.11451237466858095,0.08078917202656077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09393033881171467,0,67,-4.0384863156145243e-25,-6.135481241303708e-51,2.3473237783663288e-55,-1.9714100776631782e-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7836596604748046,0,68,-0.31685151531792294,-0.3854282856218506,-0.8095948558277057,0.30945945458035834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1259847516612273,0,69,-4.781291380871751e-25,3.1475544583136887e-32,1.9889911826176822e-60,-1.0438438801306688e-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4639698323055473,0,70,-0.09918799852020403,-0.3563383398478797,-0.15649199964182559,0.1849786444914923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09731102569852289,0,71,-0.021114732538814577,-0.24843756352816398,0.0028846319642335154,-0.19596765048790493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.46666566828914047,0,72,0.736917714075224,0.402670280410334,0.5159494511414008,0.02368318068952791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9937082214773896,0,73,-0.5543013610635228,-0.7583385967393494,-0.7786893030414217,0.20454824163027996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8252832032836995,0,74,-0.3645640761580043,-0.35032352660520466,-0.718694798940824,-0.007986969421885797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04506554425024546,0,75,-0.2870740611782044,-0.16541200239411954,0.12650697928933782,-0.2317552017572923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.46043088915725816,0,76,0.304588789340286,0.42840452291360404,0.7712747977193314,0.06525684618494745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7918622279275922,0,77,-0.6656114323719102,-0.26415781136560856,-0.37661714350299946,0.3456962834898883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.020890798597375,0,78,-0.7629272041025342,-0.4503721471850837,-0.9260840053378893,0.12571173136384883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4426367748996328,0,79,-1.0369743339534452,-0.3496027009581303,0.3527625873930411,0.28297802584217024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.20614749048399073,0,80,-4.782516355638962e-47,1.662887561398809e-31,-1.3585467588793613e-44,2.5502663483538995e-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.47497033499447766,0,81,-1.046373881519637,-0.37946112470811344,0.2813701146698889,0.2941458181223338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17814418000185844,0,82,-0.10253302206528146,0.011657395604163387,0.03420146452664457,0.16443938051146162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03963826340303861,0,83,-4.285832377364412e-46,-3.75098072463832e-39,-2.972251045550314e-20,-2.460171155427983e-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.21951266076452058,0,84,-0.007294041504804992,0.16626528573501315,-0.10947187867112007,0.11259814011409602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5583160852626543,0,85,0.31608157909724927,0.5747734525587284,0.5770383071955182,0.14010212972261127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6489540728694579,0,86,0.5329520173624065,0.5624433626410635,0.835287842670032,0.03248369140873782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
