Tree_id,ID,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,threshold,prediction,node_ID
3,7,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.40910090638160707,0.8421052631578947,8.0
3,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4642324894666672,0.8421052631578947,12.0
3,8,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.6237623762376238,0.0
3,8,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.40910090638160707,0.6237623762376238,8.0
3,8,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.4642424894666672,0.6237623762376238,12.0
4,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.44634874165058136,0.11885245901639344,0.0
4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1459810882806778,0.11885245901639344,1.0
4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8994974792003632,0.11885245901639344,2.0
4,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.44634874165058136,1.0,0.0
4,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1459810882806778,1.0,1.0
4,2,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8995074792003631,1.0,2.0
4,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.44634874165058136,0.23076923076923078,0.0
4,3,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1459910882806778,0.23076923076923078,1.0
4,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.37183308601379395,0.23076923076923078,5.0
4,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.44634874165058136,0.52,0.0
4,4,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1459910882806778,0.52,1.0
4,4,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,-0.37184308601379396,0.52,5.0
4,5,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,-0.44635874165058137,0.7142857142857143,0.0
4,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0555555559694767,0.7142857142857143,8.0
4,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09607173502445221,0.7142857142857143,9.0
4,6,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,-0.44635874165058137,0.47619047619047616,0.0
4,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0555555559694767,0.47619047619047616,8.0
4,6,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0960817350244522,0.47619047619047616,9.0
4,7,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,-0.44635874165058137,0.29136690647482016,0.0
4,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.0555655559694767,0.29136690647482016,8.0
4,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7914572954177856,0.29136690647482016,12.0
4,8,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,-0.44635874165058137,0.8214285714285714,0.0
4,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.0555655559694767,0.8214285714285714,8.0
4,8,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7914672954177856,0.8214285714285714,12.0
5,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7763819098472595,0.109375,0.0
5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.391952320933342,0.109375,1.0
5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.035353533923625946,0.109375,2.0
5,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7763819098472595,0.0,0.0
5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.391952320933342,0.0,1.0
5,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.03536353392362595,0.0,2.0
5,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7763819098472595,0.2521246458923513,0.0
5,3,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.391962320933342,0.2521246458923513,1.0
5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235294222831726,0.2521246458923513,5.0
5,4,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7763819098472595,0.5258620689655172,0.0
5,4,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.391962320933342,0.5258620689655172,1.0
5,4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3235394222831726,0.5258620689655172,5.0
5,5,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,-0.7763919098472595,0.7894736842105263,0.0
5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44117647409439087,0.7894736842105263,8.0
5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5762169063091278,0.7894736842105263,9.0
5,6,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,-0.7763919098472595,0.25,0.0
5,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44117647409439087,0.25,8.0
5,6,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5762269063091278,0.25,9.0
5,7,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,-0.7763919098472595,1.0,0.0
5,7,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4411864740943909,1.0,8.0
6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294818878174,0.10410094637223975,0.0
6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1495271846652031,0.10410094637223975,1.0
6,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6155778765678406,0.10410094637223975,2.0
6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294818878174,0.6101694915254238,0.0
6,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1495271846652031,0.6101694915254238,1.0
6,2,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6155878765678405,0.6101694915254238,2.0
6,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294818878174,0.3656716417910448,0.0
6,3,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1495371846652031,0.3656716417910448,1.0
6,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38001708686351776,0.3656716417910448,5.0
6,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294818878174,0.75,0.0
6,4,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1495371846652031,0.75,1.0
6,4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.38002708686351777,0.75,5.0
6,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.2222222222222222,0.0
6,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1861656755208969,0.2222222222222222,8.0
6,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6783919632434845,0.2222222222222222,9.0
6,6,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.7111111111111111,0.0
6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1861656755208969,0.7111111111111111,8.0
6,6,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6784019632434845,0.7111111111111111,9.0
6,7,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.2,0.0
6,7,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.18617567552089692,0.2,8.0
6,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.376304030418396,0.2,12.0
6,8,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.7692307692307693,0.0
6,8,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.18617567552089692,0.7692307692307693,8.0
6,8,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.376314030418396,0.7692307692307693,12.0
7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294818878174,0.0658682634730539,0.0
7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05833333544433117,0.0658682634730539,1.0
7,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3181818127632141,0.0658682634730539,2.0
7,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294818878174,0.35185185185185186,0.0
7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05833333544433117,0.35185185185185186,1.0
7,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.3181918127632141,0.35185185185185186,2.0
7,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294818878174,0.32105263157894737,0.0
7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.05834333544433117,0.32105263157894737,1.0
7,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7950819730758667,0.32105263157894737,5.0
7,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294818878174,0.7777777777777778,0.0
7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.05834333544433117,0.7777777777777778,1.0
7,4,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.7950919730758667,0.7777777777777778,5.0
7,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.5686274509803921,0.0
7,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12943262234330177,0.5686274509803921,8.0
7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5999999940395355,0.5686274509803921,9.0
7,6,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.0,0.0
7,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12943262234330177,0.0,8.0
7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.6000099940395355,0.0,9.0
7,7,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.6896551724137931,0.0
7,7,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.12944262234330178,0.6896551724137931,8.0
7,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5365126729011536,0.6896551724137931,12.0
7,8,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38236294818878175,0.9473684210526315,0.0
7,8,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.12944262234330178,0.9473684210526315,8.0
7,8,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.5365226729011535,0.9473684210526315,12.0
8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.15833333879709244,0.42857142857142855,0.0
8,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5348699688911438,0.42857142857142855,1.0
8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09836065769195557,0.42857142857142855,2.0
8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.15833333879709244,0.1585677749360614,0.0
8,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5348699688911438,0.1585677749360614,1.0
8,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.09837065769195556,0.1585677749360614,2.0
8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.15833333879709244,1.0,0.0
8,3,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.5348799688911438,1.0,1.0
8,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7210401892662048,1.0,5.0
8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.15833333879709244,0.0,0.0
8,4,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.5348799688911438,0.0,1.0
8,4,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.7210501892662048,0.0,5.0
8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.15834333879709245,0.05454545454545454,0.0
8,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40163934230804443,0.05454545454545454,8.0
8,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6885245740413666,0.05454545454545454,9.0
8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.15834333879709245,0.6,0.0
8,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40163934230804443,0.6,8.0
8,6,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.6885345740413665,0.6,9.0
8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.15834333879709245,0.575187969924812,0.0
8,7,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.40164934230804444,0.575187969924812,8.0
8,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7056632041931152,0.575187969924812,12.0
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.15834333879709245,1.0,0.0
8,8,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.40164934230804444,1.0,8.0
8,8,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.7056732041931152,1.0,12.0
9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.10833333432674408,0.09310344827586207,0.0
9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4191919267177582,0.09310344827586207,1.0
9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36443211138248444,0.09310344827586207,2.0
9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.10833333432674408,0.5882352941176471,0.0
9,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4191919267177582,0.5882352941176471,1.0
9,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.36444211138248445,0.5882352941176471,2.0
9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.10833333432674408,0.8571428571428571,0.0
9,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.4192019267177582,0.8571428571428571,1.0
9,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44949495792388916,0.8571428571428571,5.0
9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.10833333432674408,0.3125,0.0
9,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.4192019267177582,0.3125,1.0
9,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.44950495792388917,0.3125,5.0
9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.10834333432674408,0.39915966386554624,0.0
9,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10342789441347122,0.39915966386554624,8.0
9,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013002363964915276,0.39915966386554624,9.0
9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.10834333432674408,0.023255813953488372,0.0
9,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10342789441347122,0.023255813953488372,8.0
9,6,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.013012363964915275,0.023255813953488372,9.0
9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.10834333432674408,0.5752212389380531,0.0
9,7,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.10343789441347122,0.5752212389380531,8.0
9,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6639344096183777,0.5752212389380531,12.0
9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.10834333432674408,0.7837837837837838,0.0
9,8,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.10343789441347122,0.7837837837837838,8.0
9,8,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.6639444096183776,0.7837837837837838,12.0
10,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.6639344096183777,0.33771929824561403,0.0
10,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28787878155708313,0.33771929824561403,1.0
10,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009456264786422253,0.33771929824561403,2.0
10,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.6639344096183777,0.12280701754385964,0.0
10,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28787878155708313,0.12280701754385964,1.0
10,2,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.009466264786422252,0.12280701754385964,2.0
